Series,ImageID,Filename,InputPath,ImageHeight,ImageWidth,SourceClass,ConversionNote,TotalBlocks,ExpandableBlocks,NonExpandableBlocks,ExpandableBlocksPercent,EmbeddingCapacityBits,MaximumCapacityBpp,PayloadBits,PaddedPayloadBits,EmbeddedBits,EmbeddingRateBpp,EmbeddingSuccess,PSNRdB,SSIM,BitErrors,WatermarkBER,RecoveryExact,ParseSuccess,VerificationStatus,ChangedPixels,ChangedPixelsPercent,MaxPixelDifference,HashMedianMs,HashQ1Ms,HashQ3Ms,SignMedianMs,SignQ1Ms,SignQ3Ms,EmbedMedianMs,EmbedQ1Ms,EmbedQ3Ms,ExtractRecoverMedianMs,ExtractRecoverQ1Ms,ExtractRecoverQ3Ms,VerifyMedianMs,VerifyQ1Ms,VerifyQ3Ms,TotalMedianMs,TotalQ1Ms,TotalQ3Ms,Modality,ImageCategory
MR-01,MR-01_MR-01_image-00014_ai-generated,MR-01_image-00014_ai-generated.tiff,/Users/wijaya/Library/Mobile Documents/com~apple~CloudDocs/Data Study/Data S3/Publikasi/Jurnal/New Idea/Detection AIGC/DataSet/AI_GENERATED_OUTPUTS/MR-01/MR-01_image-00014_ai-generated.tiff,512,512,uint8,none,16384,10896,5488,66.50390625,174336,0.6650390625,5792,5792,5792,0.0220947265625,1,68.2236363078066,0.999289490760053,0,0,1,1,AUTHENTIC_AI_GENERATED,2566,0.978851318359375,1,1.22225,1.22025,1.22921875,4.97516666666667,4.94258333333333,5.00840625,12.4523333333333,12.3675416666667,12.8236041666667,3.31716666666667,3.20004166666667,3.40596875,1.45785416666667,1.42684375,1.50495833333333,23.58925,23.2234895833333,23.8462083333333,MR,AI-generated
MR-01,MR-01_MR-01_image-00021_ai-generated,MR-01_image-00021_ai-generated.tiff,/Users/wijaya/Library/Mobile Documents/com~apple~CloudDocs/Data Study/Data S3/Publikasi/Jurnal/New Idea/Detection AIGC/DataSet/AI_GENERATED_OUTPUTS/MR-01/MR-01_image-00021_ai-generated.tiff,512,512,uint8,none,16384,9989,6395,60.968017578125,159824,0.60968017578125,5792,5792,5792,0.0220947265625,1,68.3246594886136,0.999313235640945,0,0,1,1,AUTHENTIC_AI_GENERATED,2507,0.956344604492188,1,1.21972916666667,1.21405208333333,1.238375,4.96285416666667,4.93375,4.96944791666667,12.5848541666667,12.5182291666667,12.6466875,3.17297916666667,3.16203125,3.18061458333333,1.41752083333333,1.403,1.44825,23.3224583333333,23.2662916666667,23.3962083333333,MR,AI-generated
MR-02,MR-02_MR-02_image-00000_ai-generated,MR-02_image-00000_ai-generated.tiff,/Users/wijaya/Library/Mobile Documents/com~apple~CloudDocs/Data Study/Data S3/Publikasi/Jurnal/New Idea/Detection AIGC/DataSet/AI_GENERATED_OUTPUTS/MR-02/MR-02_image-00000_ai-generated.tiff,512,512,uint8,none,16384,10899,5485,66.522216796875,174384,0.66522216796875,5792,5792,5792,0.0220947265625,1,68.3385402669312,0.999318417011966,0,0,1,1,AUTHENTIC_AI_GENERATED,2499,0.953292846679688,1,1.228625,1.21997916666667,1.23495833333333,4.94825,4.93814583333333,4.95694791666667,12.5727291666667,12.3464895833333,12.7300416666667,3.26233333333333,3.24271875,3.29940625,1.42975,1.41854166666667,1.47467708333333,23.4734375,23.1435,23.7362291666667,MR,AI-generated
MR-02,MR-02_MR-02_image-00006_ai-generated,MR-02_image-00006_ai-generated.tiff,/Users/wijaya/Library/Mobile Documents/com~apple~CloudDocs/Data Study/Data S3/Publikasi/Jurnal/New Idea/Detection AIGC/DataSet/AI_GENERATED_OUTPUTS/MR-02/MR-02_image-00006_ai-generated.tiff,512,512,uint8,none,16384,11105,5279,67.779541015625,177680,0.67779541015625,5792,5792,5792,0.0220947265625,1,68.2764231915022,0.999302643444721,0,0,1,1,AUTHENTIC_AI_GENERATED,2535,0.967025756835938,1,1.22320833333333,1.22088541666667,1.225,4.963875,4.95140625,4.9726875,12.4760625,12.3145104166667,12.58275,3.20435416666667,3.19213541666667,3.24865625,1.42852083333333,1.41380208333333,1.45616666666667,23.2905416666667,23.1380833333333,23.5042395833333,MR,AI-generated
MR-02,MR-02_MR-02_image-00013_ai-generated,MR-02_image-00013_ai-generated.tiff,/Users/wijaya/Library/Mobile Documents/com~apple~CloudDocs/Data Study/Data S3/Publikasi/Jurnal/New Idea/Detection AIGC/DataSet/AI_GENERATED_OUTPUTS/MR-02/MR-02_image-00013_ai-generated.tiff,512,512,uint8,none,16384,10661,5723,65.069580078125,170576,0.65069580078125,5792,5792,5792,0.0220947265625,1,68.31427794227,0.99931125098373,0,0,1,1,AUTHENTIC_AI_GENERATED,2513,0.958633422851562,1,1.224,1.21528125,1.23786458333333,4.93279166666667,4.92366666666667,4.95296875,12.8211041666667,12.64575,12.8904583333333,3.40114583333333,3.32264583333333,3.42379166666667,1.42395833333333,1.41252083333333,1.44790625,23.7566458333333,23.6138020833333,23.897,MR,AI-generated
MR-03,MR-03_MR-03_image-00004_ai-generated,MR-03_image-00004_ai-generated.tiff,/Users/wijaya/Library/Mobile Documents/com~apple~CloudDocs/Data Study/Data S3/Publikasi/Jurnal/New Idea/Detection AIGC/DataSet/AI_GENERATED_OUTPUTS/MR-03/MR-03_image-00004_ai-generated.tiff,512,512,uint8,none,16384,11397,4987,69.561767578125,182352,0.69561767578125,5792,5792,5792,0.0220947265625,1,68.252504473503,0.999296791998211,0,0,1,1,AUTHENTIC_AI_GENERATED,2549,0.972366333007812,1,1.22775,1.22190625,1.23139583333333,4.94627083333333,4.93797916666667,4.97159375,12.4912708333333,12.4336145833333,12.5201458333333,3.262875,3.24611458333333,3.31309375,1.44127083333333,1.41986458333333,1.49726041666667,23.3578541666667,23.2809895833333,23.5699270833333,MR,AI-generated
MR-03,MR-03_MR-03_image-00010_ai-generated,MR-03_image-00010_ai-generated.tiff,/Users/wijaya/Library/Mobile Documents/com~apple~CloudDocs/Data Study/Data S3/Publikasi/Jurnal/New Idea/Detection AIGC/DataSet/AI_GENERATED_OUTPUTS/MR-03/MR-03_image-00010_ai-generated.tiff,512,512,uint8,none,16384,11217,5167,68.463134765625,179472,0.68463134765625,5792,5792,5792,0.0220947265625,1,68.3004743714312,0.999307738697071,0,0,1,1,AUTHENTIC_AI_GENERATED,2521,0.961685180664062,1,1.22183333333333,1.21763541666667,1.24120833333333,4.9510625,4.92679166666667,4.97421875,12.9426041666667,12.7945104166667,13.0886354166667,3.263875,3.2556875,3.27222916666667,1.44316666666667,1.42088541666667,1.47890625,23.8184375,23.7056145833333,24.1181041666667,MR,AI-generated
MR-03,MR-03_MR-03_image-00016_ai-generated,MR-03_image-00016_ai-generated.tiff,/Users/wijaya/Library/Mobile Documents/com~apple~CloudDocs/Data Study/Data S3/Publikasi/Jurnal/New Idea/Detection AIGC/DataSet/AI_GENERATED_OUTPUTS/MR-03/MR-03_image-00016_ai-generated.tiff,512,512,uint8,none,16384,10901,5483,66.534423828125,174416,0.66534423828125,5792,5792,5792,0.0220947265625,1,68.2849976164375,0.999302649094586,0,0,1,1,AUTHENTIC_AI_GENERATED,2530,0.965118408203125,1,1.2220625,1.22091666666667,1.22604166666667,4.95485416666667,4.93298958333333,4.98142708333333,12.8480625,12.7343854166667,12.9434791666667,3.383375,3.30523958333333,3.41285416666667,1.43308333333333,1.43076041666667,1.461625,23.85775,23.6221770833333,24.01209375,MR,AI-generated
MR-04,MR-04_MR-04_image-00008_ai-generated,MR-04_image-00008_ai-generated.tiff,/Users/wijaya/Library/Mobile Documents/com~apple~CloudDocs/Data Study/Data S3/Publikasi/Jurnal/New Idea/Detection AIGC/DataSet/AI_GENERATED_OUTPUTS/MR-04/MR-04_image-00008_ai-generated.tiff,512,512,uint8,none,16384,10363,6021,63.250732421875,165808,0.63250732421875,5792,5792,5792,0.0220947265625,1,68.3368027414753,0.999316411574045,0,0,1,1,AUTHENTIC_AI_GENERATED,2500,0.95367431640625,1,1.22075,1.216625,1.22601041666667,4.93039583333333,4.9206875,4.94539583333333,12.7420208333333,12.6240729166667,12.8149375,3.344875,3.32127083333333,3.4135625,1.42910416666667,1.41820833333333,1.43873958333333,23.7310833333333,23.5586145833333,23.80878125,MR,AI-generated
MR-04,MR-04_MR-04_image-00014_ai-generated,MR-04_image-00014_ai-generated.tiff,/Users/wijaya/Library/Mobile Documents/com~apple~CloudDocs/Data Study/Data S3/Publikasi/Jurnal/New Idea/Detection AIGC/DataSet/AI_GENERATED_OUTPUTS/MR-04/MR-04_image-00014_ai-generated.tiff,512,512,uint8,none,16384,10869,5515,66.339111328125,173904,0.66339111328125,5792,5792,5792,0.0220947265625,1,68.2338031750772,0.99929178876769,0,0,1,1,AUTHENTIC_AI_GENERATED,2560,0.9765625,1,1.216625,1.21560416666667,1.22020833333333,4.92295833333333,4.91407291666667,4.93501041666667,12.6008333333333,12.4313541666667,12.6535208333333,3.25641666666667,3.21094791666667,3.2759375,1.41170833333333,1.40042708333333,1.42653125,23.410625,23.3216458333333,23.4423958333333,MR,AI-generated
MR-04,MR-04_MR-04_image-00019_ai-generated,MR-04_image-00019_ai-generated.tiff,/Users/wijaya/Library/Mobile Documents/com~apple~CloudDocs/Data Study/Data S3/Publikasi/Jurnal/New Idea/Detection AIGC/DataSet/AI_GENERATED_OUTPUTS/MR-04/MR-04_image-00019_ai-generated.tiff,512,512,uint8,none,16384,10732,5652,65.5029296875,171712,0.655029296875,5792,5792,5792,0.0220947265625,1,68.2253291337174,0.999290004394674,0,0,1,1,AUTHENTIC_AI_GENERATED,2565,0.978469848632812,1,1.22641666666667,1.22159375,1.24004166666667,4.94625,4.92123958333333,4.96694791666667,13.1645208333333,12.8626041666667,13.2272395833333,3.417125,3.40180208333333,3.46255208333333,1.42560416666667,1.42185416666667,1.44414583333333,24.161875,23.8985625,24.4492395833333,MR,AI-generated
MR-05,MR-05_MR-05_image-00000_ai-generated,MR-05_image-00000_ai-generated.tiff,/Users/wijaya/Library/Mobile Documents/com~apple~CloudDocs/Data Study/Data S3/Publikasi/Jurnal/New Idea/Detection AIGC/DataSet/AI_GENERATED_OUTPUTS/MR-05/MR-05_image-00000_ai-generated.tiff,512,512,uint8,none,16384,9791,6593,59.759521484375,156656,0.59759521484375,5792,5792,5792,0.0220947265625,1,68.3056455704773,0.999309205778539,0,0,1,1,AUTHENTIC_AI_GENERATED,2518,0.960540771484375,1,1.2238125,1.22142708333333,1.22602083333333,4.94214583333333,4.93409375,4.95082291666667,12.485125,12.39921875,12.94821875,3.1983125,3.16990625,3.38029166666667,1.43777083333333,1.41653125,1.45897916666667,23.3803541666667,23.1896770833333,23.9119270833333,MR,AI-generated
MR-05,MR-05_MR-05_image-00006_ai-generated,MR-05_image-00006_ai-generated.tiff,/Users/wijaya/Library/Mobile Documents/com~apple~CloudDocs/Data Study/Data S3/Publikasi/Jurnal/New Idea/Detection AIGC/DataSet/AI_GENERATED_OUTPUTS/MR-05/MR-05_image-00006_ai-generated.tiff,512,512,uint8,none,16384,10113,6271,61.724853515625,161808,0.61724853515625,5792,5792,5792,0.0220947265625,1,68.2815658147425,0.999304287957036,0,0,1,1,AUTHENTIC_AI_GENERATED,2532,0.96588134765625,1,1.22045833333333,1.21575,1.23369791666667,4.91658333333333,4.91433333333333,4.95823958333333,12.5415,12.4556875,12.6562083333333,3.19704166666667,3.18882291666667,3.23815625,1.42047916666667,1.40917708333333,1.4278125,23.3090208333333,23.2161979166667,23.5000625,MR,AI-generated
MR-05,MR-05_MR-05_image-00013_ai-generated,MR-05_image-00013_ai-generated.tiff,/Users/wijaya/Library/Mobile Documents/com~apple~CloudDocs/Data Study/Data S3/Publikasi/Jurnal/New Idea/Detection AIGC/DataSet/AI_GENERATED_OUTPUTS/MR-05/MR-05_image-00013_ai-generated.tiff,512,512,uint8,none,16384,9989,6395,60.968017578125,159824,0.60968017578125,5792,5792,5792,0.0220947265625,1,68.2832813766132,0.999305754595984,0,0,1,1,AUTHENTIC_AI_GENERATED,2531,0.965499877929688,1,1.21935416666667,1.216625,1.22340625,4.95720833333333,4.94265625,4.98136458333333,12.4938541666667,12.3754583333333,12.5886041666667,3.26695833333333,3.25848958333333,3.30516666666667,1.42072916666667,1.41038541666667,1.43171875,23.376,23.2686458333333,23.57025,MR,AI-generated
